scientific_name,title,author,license,original_url,card_url
Actaea pachypoda,Actaea pachypoda - Ranunculaceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/48644626978,https://live.staticflickr.com/65535/48644626978_1e94eea21f_z.jpg
Actaea racemosa,"Actaea racemosa, Black Cohosh, Howard County, MD_2017-08-09-16.14",Sam Droege,Public Domain Mark 1.0,https://www.flickr.com/photos/54563451@N08/36757290982,https://live.staticflickr.com/4356/36757290982_effa3f69eb_z.jpg
Actaea rubra,"Red baneberry (Actaea rubra), Mammoth Hot Springs",YellowstoneNPS,Public Domain Mark 1.0,https://www.flickr.com/photos/80223459@N05/26095971758,https://live.staticflickr.com/4665/26095971758_06d3fded2d_z.jpg
Adenostoma fasciculatum,Adenostoma fasciculatum,campsjc,CC BY-SA 2.0,https://www.flickr.com/photos/24284031@N00/16788178899,https://live.staticflickr.com/7636/16788178899_a2e013e3c7_z.jpg
Adenostoma sparsifolium,Adenostoma sparsifolium,Dick Culbert,CC BY 2.0,https://www.flickr.com/photos/92252798@N07/27791623636,https://live.staticflickr.com/7648/27791623636_0d982a7c7e_z.jpg
Adiantum aleuticum,"Polystichum lemmonii, (a ""serpentine soil"" indicator), with Adiantum aleuticum",wanderflechten,CC BY-NC-ND 2.0,https://www.flickr.com/photos/29750062@N06/23709983471,https://live.staticflickr.com/65535/23709983471_cebc7370c6_z.jpg
Adiantum capillus-veneris,H20091004-1629--Adiantum capillus-veneris--RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/29844463740,https://live.staticflickr.com/5015/29844463740_af003628ac_z.jpg
Adiantum jordanii,Smilacina racemosa (Maianthemum racemosum),wallygrom,CC BY-SA 2.0,https://www.flickr.com/photos/33037982@N04/17176991377,https://live.staticflickr.com/7714/17176991377_464acbc0c7_z.jpg
Adiantum pedatum,Brome-like Sedge (Carex Bromoides),Brett Whaley,CC BY-NC 2.0,https://www.flickr.com/photos/21920030@N02/52085131978,https://live.staticflickr.com/65535/52085131978_4e2439357b_z.jpg
Aesculus californica,Still Blooming,Melinda Young Stuart,CC BY-NC-ND 2.0,https://www.flickr.com/photos/92033577@N00/33700281253,https://live.staticflickr.com/4163/33700281253_649598ed1f_z.jpg
Aesculus pavia,Red Buckeye,dankeck,CC0,https://www.flickr.com/photos/140641142@N05/46855268424,https://live.staticflickr.com/7830/46855268424_635e1d052f_z.jpg
Agalinis heterophylla,Agalinis heterophylla,sonnia hill,CC BY 2.0,https://www.flickr.com/photos/18453498@N07/53261238761,https://live.staticflickr.com/65535/53261238761_835b5ac026_z.jpg
Agalinis purpurea,Pretty pink parasite-3,cotinis,CC BY-NC 2.0,https://www.flickr.com/photos/42264328@N00/44514765114,https://live.staticflickr.com/1978/44514765114_cbf794920c_z.jpg
Agastache cana,Hummingbird Mint,pecooper98362,CC BY-NC 2.0,https://www.flickr.com/photos/29261037@N02/52014605049,https://live.staticflickr.com/65535/52014605049_5693711e74_z.jpg
Agastache foeniculum,Anise Hyssop on Malm WPA (1st year Reconstruction),USFWS Mountain Prairie,Public Domain Mark 1.0,https://www.flickr.com/photos/51986662@N05/51561263617,https://live.staticflickr.com/65535/51561263617_f89e968041_z.jpg
Agastache rupestris,Female Broad-tailed Hummingbird on Agastache Rupestris,USFWS Mountain Prairie,CC BY 2.0,https://www.flickr.com/photos/51986662@N05/29414750952,https://live.staticflickr.com/8303/29414750952_7ff05a5095_z.jpg
Agastache urticifolia,"horsemint, Agastache urticifolia",Jim Morefield,CC BY-SA 2.0,https://www.flickr.com/photos/127605180@N04/15996205387,https://live.staticflickr.com/7532/15996205387_c9f90467e2_z.jpg
Agave americana,The Agave - August 2018,A Disappearing Act,CC BY-SA 2.0,https://www.flickr.com/photos/29442760@N00/47094543462,https://live.staticflickr.com/7823/47094543462_d35fecb694_z.jpg
Agave chrysantha,Goldenflower Century Plant (Agave chrysantha) bloom with Bush Katydid (Scudderia spp),HockeyholicAZ,CC BY 2.0,https://www.flickr.com/photos/53484592@N05/33898669462,https://live.staticflickr.com/2913/33898669462_79524c2baf_z.jpg
Agave deserti,"Agave deserti var. deserti-Desert Agave, Fouquieria splendens-Ocotillo",campsjc,CC BY-NC 2.0,https://www.flickr.com/photos/24284031@N00/33149815981,https://live.staticflickr.com/3909/33149815981_cab7ff3421_z.jpg
Agave havardiana,Agave havardiana,Geir K. Edland,CC BY-NC-ND 2.0,https://www.flickr.com/photos/78251193@N05/21614787291,https://live.staticflickr.com/65535/21614787291_969391b595_z.jpg
Agave lechuguilla,Agave lechuguilla,Enez35,CC BY 2.0,https://www.flickr.com/photos/77612262@N07/23740793179,https://live.staticflickr.com/5809/23740793179_0d8e21a84d_z.jpg
Agave palmeri,"Palmer's Agave, Agave palmeri",J. Maughn,CC BY-NC 2.0,https://www.flickr.com/photos/62043870@N05/30991979868,https://live.staticflickr.com/1845/30991979868_d8a507f3be_z.jpg
Agave parryi,Parry's agave,Joe Schallan,CC BY-NC-ND 2.0,https://www.flickr.com/photos/39367824@N00/51187163695,https://live.staticflickr.com/65535/51187163695_efdb3f721c_z.jpg
Agave parviflora,Agave parviflora 01,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/51250874447,https://live.staticflickr.com/65535/51250874447_6d604c1f3c_z.jpg
Agave schottii,Stumps of Shindagger Agave (Agave schottii) burned in Burro Fire,Lon&Queta,CC BY-NC-SA 2.0,https://www.flickr.com/photos/48096653@N00/49243585253,https://live.staticflickr.com/65535/49243585253_46e68defa0_z.jpg
Agave shawii,N20150211-0006—Agave shawii —RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/16488599586,https://live.staticflickr.com/7304/16488599586_2f46a39703_z.jpg
Agave toumeyana,Agave toumeyana ssp. bella,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/31628782011,https://live.staticflickr.com/669/31628782011_e4c818af74_z.jpg
Agave utahensis,Agave utahensis var kaibabensis,Geir K. Edland,CC BY-NC-ND 2.0,https://www.flickr.com/photos/78251193@N05/21605894855,https://live.staticflickr.com/65535/21605894855_2f8f262a63_z.jpg
Ageratina altissima,Ageratina altissima,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/49104071708,https://live.staticflickr.com/65535/49104071708_83c2288abf_z.jpg
Ageratina jucunda,Hammock Snakeroot (Ageratina jucunda),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/24494129408,https://live.staticflickr.com/4532/24494129408_82a6cbe4de_z.jpg
Agoseris grandiflora,Bigflower Agoceris - Agoseris grandiflora,az3,CC BY-NC-SA 2.0,https://www.flickr.com/photos/42978673@N00/50063970166,https://live.staticflickr.com/65535/50063970166_e80cd1a701_z.jpg
Agropyron smithii,Agropyron smithii - western wheatgrass,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/48267986927,https://live.staticflickr.com/65535/48267986927_9e7e067767_z.jpg
Allium cernuum,Nodding Onion,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/19758604573,https://live.staticflickr.com/525/19758604573_900b289daa_z.jpg
Allium unifolium,Q20170930-0031—Allium unifolium—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/36747057693,https://live.staticflickr.com/4473/36747057693_ee277a4a6d_z.jpg
Alnus incana,J20170113-0010—Alnus incana ssp tenuifolia—RPBG—DxO,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/31532126364,https://live.staticflickr.com/597/31532126364_a85e22b5d2_z.jpg
Alnus oblongifolia,"buds and female flowers, Alnus oblongifolia",Mike4Trees,CC BY-NC-SA 2.0,https://www.flickr.com/photos/158661726@N06/38726009035,https://live.staticflickr.com/4671/38726009035_38e13ecb02_z.jpg
Alnus rhombifolia,2016-10-22-15.05.54 ZS PMax Alnus rhombifolia-1,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/30436126811,https://live.staticflickr.com/5542/30436126811_5215b54497_z.jpg
Alnus rubra,Red Alder (Alnus Rubra),garshna,CC BY-NC-ND 2.0,https://www.flickr.com/photos/77508165@N02/15780234504,https://live.staticflickr.com/8594/15780234504_eefd2117a2_z.jpg
Alnus viridis,"silhouette (2), Alnus viridis",Mike4Trees,CC BY-NC-SA 2.0,https://www.flickr.com/photos/158661726@N06/27845446219,https://live.staticflickr.com/4652/27845446219_b86d13812b_z.jpg
Aloysia gratissima,Aloysia gratissima - whitebrush,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/50268938753,https://live.staticflickr.com/65535/50268938753_b9955d805a_z.jpg
Aloysia wrightii,Aloysia wrightii,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/31950027531,https://live.staticflickr.com/475/31950027531_c184a4a287_z.jpg
Amelanchier alnifolia,Serviceberry (Amelanchier alnifolia),GlacierNPS,Public Domain Mark 1.0,https://www.flickr.com/photos/43288043@N04/42583735110,https://live.staticflickr.com/1850/42583735110_1233d5ce48_z.jpg
Amelanchier arborea,Sandhills shrub,cotinis,CC BY-NC 2.0,https://www.flickr.com/photos/42264328@N00/52843567094,https://live.staticflickr.com/65535/52843567094_28dc8e83a8_z.jpg
Amelanchier canadensis,Serviceberry,philipbouchard,CC BY-NC-ND 2.0,https://www.flickr.com/photos/62003631@N00/33626454042,https://live.staticflickr.com/3955/33626454042_66474af9ba_z.jpg
Amelanchier laevis,Serviceberry Flowers,HorsePunchKid,CC BY-NC-SA 2.0,https://www.flickr.com/photos/17373191@N00/16594324453,https://live.staticflickr.com/7590/16594324453_f3ee7a019d_z.jpg
Amelanchier spicata,Amelanchier spicata 1,kimtilli,CC BY 2.0,https://www.flickr.com/photos/143453316@N06/29555013946,https://live.staticflickr.com/8073/29555013946_ffb6c476e8_z.jpg
Amelanchier utahensis,J20160414-0091—Amelanchier utahensis—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/26549042995,https://live.staticflickr.com/1643/26549042995_4f4bd42942_z.jpg
Amorpha canescens,Leadplant Blooming,HorsePunchKid,CC BY-NC-SA 2.0,https://www.flickr.com/photos/17373191@N00/18599732469,https://live.staticflickr.com/505/18599732469_b8284fd430_z.jpg
Amorpha fruticosa,Amorpha fruticosa - false indigobush,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/52180158370,https://live.staticflickr.com/65535/52180158370_0260a7a055_z.jpg
Amsonia ciliata,Amsonia ciliata,amy_buthod,CC BY-NC-SA 2.0,https://www.flickr.com/photos/37738908@N00/41568022382,https://live.staticflickr.com/824/41568022382_f38b7b1ac5_z.jpg
Amsonia hubrichtii,Threadleaf Bluestar Blooming,HorsePunchKid,CC BY-NC-SA 2.0,https://www.flickr.com/photos/17373191@N00/17655740429,https://live.staticflickr.com/7659/17655740429_1210d4377b_z.jpg
Amsonia tabernaemontana,Amsonia tabernaemontana (Blue Star) 2020 photo,F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/49948678373,https://live.staticflickr.com/65535/49948678373_f4ffca2c3d_z.jpg
Amyris elemifera,Sea Torchwood (Amyris elemifera),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/51948977677,https://live.staticflickr.com/65535/51948977677_1846f8b574_z.jpg
Anaphalis margaritacea,Pearly Everlasting at Sunrise,Mount Rainier NPS,CC BY 2.0,https://www.flickr.com/photos/78037339@N03/20766588270,https://live.staticflickr.com/5756/20766588270_cc9c48caa6_z.jpg
Andropogon gerardii,Andropogon gerardii,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/20480230574,https://live.staticflickr.com/685/20480230574_28784fe2a1_z.jpg
Andropogon glomeratus,"Small hummock with grasses, including bushy bluestem, and Atlantic white cedar saplings",tgpotterfield,CC BY-NC-SA 2.0,https://www.flickr.com/photos/55770627@N04/16016769657,https://live.staticflickr.com/7461/16016769657_581b32b225_z.jpg
Andropogon virginicus,Andropogon virginicus,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/25801066897,https://live.staticflickr.com/4755/25801066897_dc68d9b517_z.jpg
Anemone multifida,Cut-leaved anemone - Anemone multifida,YellowstoneNPS,Public Domain Mark 1.0,https://www.flickr.com/photos/80223459@N05/43006381435,https://live.staticflickr.com/1774/43006381435_87774c35c6_z.jpg
Anemone oregana,Oregon anemone Anemone oregana,loarie,CC BY 2.0,https://www.flickr.com/photos/57556735@N08/16619594098,https://live.staticflickr.com/8595/16619594098_2941b840bf_z.jpg
Angelica lucida,angelica lucida,gertjanvannoord,CC BY-ND 2.0,https://www.flickr.com/photos/145907835@N07/48382929771,https://live.staticflickr.com/65535/48382929771_81fea97c8a_z.jpg
Anisacanthus thurberi,Blooming everywhere,cotinis,CC BY-NC 2.0,https://www.flickr.com/photos/42264328@N00/52936541114,https://live.staticflickr.com/65535/52936541114_7c3b78c369_z.jpg
Antennaria neglecta,Pussytoes (Antennaria neglecta),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/24707869936,https://live.staticflickr.com/1663/24707869936_4fbdfaf27a_z.jpg
Antennaria parvifolia,Antennaria parvifolia - small-leaf pussytoes,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/52390136885,https://live.staticflickr.com/65535/52390136885_f00f7c09b1_z.jpg
Antennaria plantaginifolia,Pussytoes blooming,Toni Genberg,CC BY-NC-SA 2.0,https://www.flickr.com/photos/188966103@N06/52249824494,https://live.staticflickr.com/65535/52249824494_c5dcb8f795_z.jpg
Antennaria rosea,antennaria rosea,gertjanvannoord,CC BY-ND 2.0,https://www.flickr.com/photos/145907835@N07/48384569437,https://live.staticflickr.com/65535/48384569437_e78df52cfd_z.jpg
Aquilegia caerulea,Aquilegia Caerulea,Alzheimer1,CC BY-NC-SA 2.0,https://www.flickr.com/photos/77449230@N06/40999908385,https://live.staticflickr.com/912/40999908385_e815bb079a_z.jpg
Aquilegia canadensis,"Aquilegia canadensis (wild columbine, red columbine)",jmlwinder,CC BY-NC-ND 2.0,https://www.flickr.com/photos/83833206@N00/26482589582,https://live.staticflickr.com/1629/26482589582_630ee7911c_z.jpg
Aquilegia chrysantha,Golden columbine,CAJC: in the PNW,CC BY-SA 2.0,https://www.flickr.com/photos/88913562@N00/35011934575,https://live.staticflickr.com/4268/35011934575_f3e5c07e16_z.jpg
Aquilegia coerulea,"Colorado blue columbine, Aquilegia coerulea var. coerulea, with a morning visitor",Jim Morefield,CC BY-SA 2.0,https://www.flickr.com/photos/127605180@N04/23193233013,https://live.staticflickr.com/5652/23193233013_5d94365008_z.jpg
Aquilegia elegantula,Aquilegia elegantula - western red columbine,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/51243864012,https://live.staticflickr.com/65535/51243864012_7c0049ac62_z.jpg
Aquilegia flavescens,Aquilegia Flavescens,Provincial Archives of Alberta,No known copyright restrictions,https://www.flickr.com/photos/95711690@N03/16891630777,https://live.staticflickr.com/7647/16891630777_a77c529f4c_z.jpg
Aquilegia formosa,Aquilegia formosa,marymactavish,CC BY-NC-ND 2.0,https://www.flickr.com/photos/42614915@N00/53085273226,https://live.staticflickr.com/65535/53085273226_f81f6b3bc6_z.jpg
Aquilegia pubescens,N20170706-0009—Aquilegia pubescens—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/35655180522,https://live.staticflickr.com/4286/35655180522_6a3d29d9f0_z.jpg
Aralia nudicaulis,"Aralia nudicaulis, 2, Wild Sarsaparilla, Howard County, Md., _2018-05-17-13.56",Sam Droege,Public Domain Mark 1.0,https://www.flickr.com/photos/54563451@N08/43848132532,https://live.staticflickr.com/1838/43848132532_29334378fd_z.jpg
Aralia racemosa,American Spikenard,Distant Hill Gardens and Nature Trail,CC BY-NC-SA 2.0,https://www.flickr.com/photos/59898141@N06/20813012024,https://live.staticflickr.com/765/20813012024_7f6d92c75d_z.jpg
Arbutus menziesii,Arbutus menziesii (Pacific Madrone),wallygrom,CC BY-SA 2.0,https://www.flickr.com/photos/33037982@N04/17503617066,https://live.staticflickr.com/7774/17503617066_113ffd7935_z.jpg
Arctostaphylos densiflora,Arctostaphylos densiflora - Ericaceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/47035684932,https://live.staticflickr.com/7919/47035684932_db1d5d74de_z.jpg
Arctostaphylos glauca,Manzanita Flowers,Spifferella,CC BY-NC-SA 2.0,https://www.flickr.com/photos/29993018@N00/40052662184,https://live.staticflickr.com/4776/40052662184_1c23c6010d_z.jpg
Arctostaphylos manzanita,Manzanita in Bloom,Melinda Young Stuart,CC BY-NC-ND 2.0,https://www.flickr.com/photos/92033577@N00/46986431252,https://live.staticflickr.com/4854/46986431252_781f010d69_z.jpg
Arctostaphylos pajaroensis,J20161202-0018—Arctostaphylos pajaroensis 'Paradise'—RPBG—DxO,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/31324183142,https://live.staticflickr.com/5504/31324183142_f52bd6519d_z.jpg
Arctostaphylos patula,Arctostaphylos patula--Green-leaf Manzanita,campsjc,CC BY-SA 2.0,https://www.flickr.com/photos/24284031@N00/16975289425,https://live.staticflickr.com/7611/16975289425_5b9b6b8830_z.jpg
Arctostaphylos pungens,Arctostaphylos pungens - pointleaf manzanita,Patrick Dockens,CC BY-NC-ND 2.0,https://www.flickr.com/photos/15174578@N00/16825366281,https://live.staticflickr.com/8566/16825366281_f21082d653_z.jpg
Arctostaphylos uva-ursi,2015-02-26-16.25.46 ZS PMax Arctostaphylos uva-ursi x (Humboldt Mystery Manzanita)-1,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/16479346309,https://live.staticflickr.com/8677/16479346309_92b18cb51b_z.jpg
Arctostaphylos viscida,Arctostaphylos viscida,copepodo,CC BY-NC-ND 2.0,https://www.flickr.com/photos/63661371@N00/18747533833,https://live.staticflickr.com/3776/18747533833_f52329ccb0_z.jpg
Arisaema dracontium,Green dragon,cricketsblog,CC BY 2.0,https://www.flickr.com/photos/132545975@N04/17031930657,https://live.staticflickr.com/8809/17031930657_6f28a92ffe_z.jpg
Arisaema triphyllum,Jack In The Pulpit,matthewbeziat,CC BY-NC 2.0,https://www.flickr.com/photos/109690096@N08/40114003520,https://live.staticflickr.com/944/40114003520_970806cfa4_z.jpg
Aristida purpurea,Aristida purpurea var. longiseta,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/35452580552,https://live.staticflickr.com/4162/35452580552_031f9d3388_z.jpg
Aristida stricta,Wiregrass,FWC Research,CC BY-NC-ND 2.0,https://www.flickr.com/photos/47377886@N05/23681864215,https://live.staticflickr.com/572/23681864215_5acf9cf44d_z.jpg
Armeria maritima,Sea Thrift (Armeria maritima),tsbl2000,CC BY-NC-ND 2.0,https://www.flickr.com/photos/68942208@N02/40047049110,https://live.staticflickr.com/946/40047049110_f5688e5ee9_z.jpg
Arnica cordifolia,Drops Of Sunshine,catmccray,CC BY-NC-ND 2.0,https://www.flickr.com/photos/116137006@N08/20409059226,https://live.staticflickr.com/264/20409059226_f010758697_z.jpg
Aronia arbutifolia,Red chokeberry,eleanord43,CC BY-NC 2.0,https://www.flickr.com/photos/35626889@N07/25606265027,https://live.staticflickr.com/4750/25606265027_82aca6d9bb_z.jpg
Aronia melanocarpa,Aronia melanocarpa 'Chokeberry} 5/2021 Chokeberry-,F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/51159090469,https://live.staticflickr.com/65535/51159090469_d93bb4b83b_z.jpg
Artemisia californica,Artemisia californica,campsjc,CC BY-SA 2.0,https://www.flickr.com/photos/24284031@N00/16789237789,https://live.staticflickr.com/7585/16789237789_9467d89922_z.jpg
Artemisia douglasiana,Artemisia douglasiana - California mugwort,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/48468338466,https://live.staticflickr.com/65535/48468338466_2338a20370_z.jpg
Artemisia filifolia,Sand sagebrush (Artemisia filifolia),PetrifiedForestNPS,Public Domain Mark 1.0,https://www.flickr.com/photos/73230544@N04/33156539880,https://live.staticflickr.com/3854/33156539880_6fbf89c49a_z.jpg
Artemisia frigida,Artemisia frigida - prairie sagewort,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/52389480469,https://live.staticflickr.com/65535/52389480469_70d2de5811_z.jpg
Artemisia ludoviciana,White Sagebrush - Artemisia ludoviciana,GlacierNPS,Public Domain Mark 1.0,https://www.flickr.com/photos/43288043@N04/42501164880,https://live.staticflickr.com/1855/42501164880_798af270fa_z.jpg
Artemisia tridentata,Artemisia tridentata wyomingensis,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/31528316600,https://live.staticflickr.com/622/31528316600_f22a7d6977_z.jpg
Aruncus dioicus,Aruncus dioicus - Rosaceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/51275271363,https://live.staticflickr.com/65535/51275271363_46578b88ab_z.jpg
Asarum canadense,Asarum canadense 01,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/33826869718,https://live.staticflickr.com/65535/33826869718_e73a7a1382_z.jpg
Asarum caudatum,Wild ginger,CAJC: in the PNW,CC BY-SA 2.0,https://www.flickr.com/photos/88913562@N00/49778655793,https://live.staticflickr.com/65535/49778655793_4ea634f88a_z.jpg
Asclepias amplexicaulis,Clasping Milkweed (Asclepias amplexicaulis),Aeranthes,CC BY-NC 2.0,https://www.flickr.com/photos/81566369@N00/28163846285,https://live.staticflickr.com/7289/28163846285_0c5f2470eb_z.jpg
Asclepias asperula,Asclepias asperula - hierba lechosa,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/51213798925,https://live.staticflickr.com/65535/51213798925_fa0dcce467_z.jpg
Asclepias exaltata,Asclepias exaltata,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/25799715788,https://live.staticflickr.com/4756/25799715788_6de76576cf_z.jpg
Asclepias fascicularis,Narrowleaf Milkweed - Asclepias fascicularis,Björn S...,CC BY-SA 2.0,https://www.flickr.com/photos/40948266@N04/43436023812,https://live.staticflickr.com/842/43436023812_ceddc1b559_z.jpg
Asclepias incarnata,Swamp Milkweed (Asclepias incarnata),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/43045409845,https://live.staticflickr.com/1831/43045409845_a87e2f36c0_z.jpg
Asclepias lanceolata,Fewflower milkweed seeds,eleanord43,CC BY-NC 2.0,https://www.flickr.com/photos/35626889@N07/28125820834,https://live.staticflickr.com/8657/28125820834_f330e7031a_z.jpg
Asclepias oenotheroides,Asclepias oenotheroides,AnEyeForTexas,CC BY-NC 2.0,https://www.flickr.com/photos/12762458@N00/37535694706,https://live.staticflickr.com/4512/37535694706_1e690fecf4_z.jpg
Asclepias perennis,Milkweed garden,eleanord43,CC BY-NC 2.0,https://www.flickr.com/photos/35626889@N07/27620751110,https://live.staticflickr.com/7306/27620751110_408de25352_z.jpg
Asclepias purpurascens,"Purple Milkweed - Asclepias purpurascens, Huntley Meadows Park, Alexandria, Virginia",Judy Gallagher,CC BY 2.0,https://www.flickr.com/photos/52450054@N04/50352379053,https://live.staticflickr.com/65535/50352379053_c37785d119_z.jpg
Asclepias speciosa,Showy Milkweed,Melinda Young Stuart,CC BY-NC-ND 2.0,https://www.flickr.com/photos/92033577@N00/29008059518,https://live.staticflickr.com/1821/29008059518_7f725dd72e_z.jpg
Asclepias subulata,Asclepias subulata,theforestprimeval,CC BY-SA 2.0,https://www.flickr.com/photos/56775593@N05/15569238594,https://live.staticflickr.com/7512/15569238594_64b083ef06_z.jpg
Asclepias sullivantii,Prairie Milkweed (Asclepias sullivantii),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/28287287171,https://live.staticflickr.com/8611/28287287171_b83e46e443_z.jpg
